Year,Movie,Song,Singer,Composer
2002,Rishtey,Deewana Deewana (Yeh Dil)- Male Version,Udit Narayan,Sanjeev Darshan
2002,Rishtey,Dilbar Dilbar,Asha Bhosle,Sanjeev Darshan
2002,Rishtey,Tu Tu Dil Mein,"Udit Narayan,Anuradha Paudwal",Sanjeev Darshan
2002,Rishtey,Apun Ko Bas,"Sunidhi Chauhan,Sanjeev Rathod",Sanjeev Darshan
2002,Rishtey,Rishta Tera Rishta Mera (Sad),,Sanjeev Darshan
2002,Rishtey,Deewana Deewana (Yeh Dil)- Female Version,Sunidhi Chauhan,Sanjeev Darshan
2002,Rishtey,Yaara Re Yaara Re,"Sonu Nigam,Kavita Krishnamurthy",Sanjeev Darshan
2002,Saathiya,Saathiya,"Sonu Nigam,Clinton Cerejo",A. R. Rahman
2002,Saathiya,"Chhalka, Chhalka Re","Mahalaxmi Iyer,Vaishali Samant,Richa Sharma, Shoma",A. R. Rahman
2002,Saathiya,Aye Udi Udi,Adnan Sami,A. R. Rahman
2002,Saathiya,Chupke Se,"Sadhana Sargam, Murtuza Khan, Qadir Khan",A. R. Rahman
2002,Saathiya,O Humdum Soniyo Re,"K K,Kunal Ganjawala,Shaan",A. R. Rahman
2002,Saathiya,Mere Yaar Mila De,A. R. Rahman,A. R. Rahman
2002,Saathiya,Naina Milaike,"Sadhana Sargam,Madhushree",A. R. Rahman
2002,Saathiya,Maangalyam,"Srinivas,K. K.,Kunal Ganjawala,Shaan",A. R. Rahman
2002,Saathiya,Chori Pe Chori (Rap lyrics and vocals:Blaazé),"Asha Bhosle,Karthik",A. R. Rahman
2002,Saathiya,Total length,Total length,A. R. Rahman
2002,Road,Makhmali Yeh Bandan,"Sonu Nigam,Sanjeevani",Sandesh Shandilya
2002,Road,Toofan Sa Zor Hai Hum Mein,"Sunidhi Chauhan,KK",Nitin Raikwar
2002,Road,Khullam Khulla Pyar Karen,"Sonu Nigam,Sunidhi Chauhan",Sandesh Shandilya
2002,Road,Raste Raste,"Vinod Rathod, Sunidhi Chauhan",Sandesh Shandilya
2002,Road,Pehli Nazar Mein,"Mohit Chauhan, Sunidhi Chauhan",Sandesh Shandilya
2002,Road,Road Ke Har Mod Pe,"Gary Lawyer, Tannishtha Chatterjee",Sandesh Shandilya
2002,Shakti - The Power,Dil Ne Pukara Hai,"Alka Yagnik,Adnan Sami",Ismail Darbar
2002,Shakti - The Power,Dumroo Baje,Sukhwinder Singh,Ismail Darbar
2002,Shakti - The Power,Hum Tum Mile (Male),Adnan Sami,Ismail Darbar
2002,Shakti - The Power,Hum Tum Mile (Female),Kavita Krishnamurthy,Ismail Darbar
2002,Shakti - The Power,Ishq Kamina,"Sonu Nigam, Alka Yagnik",Anu Malik
2002,Shakti - The Power,Jhoomti Gataon Mein,Mohammad Salamat,Ismail Darbar
2002,Shakti - The Power,Mere Munna Raja,Anuradha Paudwal,Ismail Darbar
2002,Shakti - The Power,Aye Chand Dil Ke,Kavita Krishnamurthy,Ismail Darbar
2002,Shakti - The Power,Jhoomati Ghata Mein,Instrumental,Ismail Darbar
2002,Soch,Tohe Leke,"Sonu Nigam,Richa Sharma",
2002,Soch,Yaadein Bani,"Kumar Sanu,Alka Yagnik",
2002,Soch,Aa Mere Sanam,Alka Yagnik,
2002,Soch,Hasata Hai Rulata Hai,"Shraddha Pandit,Shweta Pandit",
2002,Soch,Dil Dhoonde,"KK,Asha Bhosle",
2002,Sur: The Melody of Life,Aa Bhi Jaa Aa Bhi Jaa,"Lucky Ali,Sunidhi Chauhan",M. M. Kreem
2002,Sur: The Melody of Life,Aao Tumhe Ek Nayi Baat,Lucky Ali,M. M. Kreem
2002,Sur: The Melody of Life,Ave Maria,Marijke Desouza,M. M. Kreem
2002,Sur: The Melody of Life,Dil Mein Jagi Dhadkan Aise,Sunidhi Chauhan,M. M. Kreem
2002,Sur: The Melody of Life,Jaane Kya Dhoondhta Hai,Lucky Ali,M. M. Kreem
2002,Sur: The Melody of Life,Kabhi Shaam Dhale,Mahalakshmi Iyer,M. M. Kreem
2002,Sur: The Melody of Life,Khoya Hai Tune Jo Ae Dil,Lucky Ali,M. M. Kreem
2002,Sur: The Melody of Life,Sur (Theme) (Instrumental),,M. M. Kreem
2002,Sur: The Melody of Life,Tu Dil Ki Khushi,"Lucky Ali, Sunidhi Chauhan",M. M. Kreem
2002,Sur: The Melody of Life,Total length,Total length,M. M. Kreem
2002,Yeh Dil Aashiqanaa,Yeh Dil Aashiqana,"Kumar Sanu,Alka Yagnik",Nadeem–Shravan
2002,Yeh Dil Aashiqanaa,Utha Le Jaoonga,"Kumar Sanu,Anuradha Paudwal",Nadeem–Shravan
2002,Yeh Dil Aashiqanaa,I Am In Love,"Kumar Sanu, Alka Yagnik",Nadeem–Shravan
2002,Yeh Dil Aashiqanaa,Jab Se Main,Kumar Sanu,Nadeem–Shravan
2002,Yeh Dil Aashiqanaa,College Ki Ladkiyan,Udit Narayan,Nadeem–Shravan
2002,Yeh Dil Aashiqanaa,Dhak Chik Dana,"Kumar Sanu, Anuradha Paudwal",Nadeem–Shravan
2002,Yeh Dil Aashiqanaa,Jab Se Dil,Sarika Kapoor,Nadeem–Shravan
2002,Yeh Dil Aashiqanaa,Allah Allah (Qawali),"Sabri Brothers,Sonu Nigam, Alka Yagnik & Tauseef Akhtar",Nadeem–Shravan
2002,Yeh Dil Aashiqanaa,Yeh Dil Aashiqana (Remix),"Shaan,Jividha Sharma",Nadeem–Shravan
2002,Yeh Hai Jalwa,Dheere Dheere Aana Main Chain Churana,"Zubeen Garg,Alka Yagnik,Udit Narayan",Himesh Reshammiya
2002,Yeh Hai Jalwa,Aankhen Pyari Hain,"Alka Yagnik,Kumar Sanu",Himesh Reshammiya
2002,Yeh Hai Jalwa,Carbon Copy,Shaan,Himesh Reshammiya
2002,Yeh Hai Jalwa,Chudi Khankayi Re,"Alka Yagnik, Udit Narayan",Himesh Reshammiya
2002,Yeh Hai Jalwa,O Jaane Jigar,"Alka Yagnik, Kumar Sanu",Himesh Reshammiya
2002,Yeh Hai Jalwa,London Mein India,"Sukhwinder Singh,Pankaj Udhas",Himesh Reshammiya
2002,Yeh Hai Jalwa,Carbon Copy (Duet),"Shaan, Kumar Sanu",Himesh Reshammiya
2002,Tum Se Achcha Kaun Hai,Tum Se Achcha Kaun Hai,Tauseef Akhtar,Nadeem-Shravan
2002,Tum Se Achcha Kaun Hai,Dil Gaya Mera Dil Gaya,Sonu Nigam,Nadeem-Shravan
2002,Tum Se Achcha Kaun Hai,Ye Un Dino Ki Baat Hai,"Sonu Nigam, Sarika Kapoor",Nadeem-Shravan
2002,Tum Se Achcha Kaun Hai,Aankh Hai Bhari Bhari (Female),Alka Yagnik,Nadeem-Shravan
2002,Tum Se Achcha Kaun Hai,Aap Jaisa,Sukhwinder Singh,Nadeem-Shravan
2002,Tum Se Achcha Kaun Hai,Door Wadiyon Se,Sonu Nigam,Nadeem-Shravan
2002,Tum Se Achcha Kaun Hai,Jo Jaam Se Peeta Hoon,"Sonu Nigam, Tauseef Akhtar",Nadeem-Shravan
2002,Tum Se Achcha Kaun Hai,Aankh Hai Bhari Bhari (Male),Kumar Sanu,Nadeem-Shravan
2002,Tumko Na Bhool Paayenge,Bindiya Chamke Choodi Khanke,"Sonu Nigam,Alka Yagnik",Daboo Malik
2002,Tumko Na Bhool Paayenge,Kya Hua Tujhe,"Sonu Nigam, Alka Yagnik",Daboo Malik
2002,Tumko Na Bhool Paayenge,Yeh Bekhudi Deewangi,Sonu Nigam,Sajid–Wajid
2002,Tumko Na Bhool Paayenge,Mubarak Eid Mubarak,"Sonu Nigam, Arvinder Singh, Sneha Pant",Sajid–Wajid
2002,Tumko Na Bhool Paayenge,Kyon Khanke Teri Choodi,"Kamaal Khan, Alka Yagnik",Sajid–Wajid
2002,Tumko Na Bhool Paayenge,Mehendi Hai Rachi Mere Haanthon Mein,"Sonu Nigam,Jaspinder Narula",Daboo Malik
2002,Tumko Na Bhool Paayenge,Ye Bekhudi Deewangi,Sonu Nigam,Sajid–Wajid
2002,Tumko Na Bhool Paayenge,Main To Ladki Kunwari,"Sonu Nigam, Sneha Pant",Sajid–Wajid
2002,Tumko Na Bhool Paayenge,Kyon Khanke Teri Choodi (Club Mix),"Kamaal Khan, Alka Yagnik",Sajid–Wajid
2002,Waah! Tera Kya Kehna,Waah Tera Kya Kehna,"Roop Kumar Rathod,Kavita Krishnamurthy",Jatin–Lalit
2002,Waah! Tera Kya Kehna,I Want Money,"Govinda,Shweta Pandit",Jatin–Lalit
2002,Waah! Tera Kya Kehna,Karele Ki Shaadi,Abhijeet,Jatin–Lalit
2002,Waah! Tera Kya Kehna,Yeh Mujhe Kya Hua,"Udit Narayan,Alka Yagnik",Jatin–Lalit
2002,Waah! Tera Kya Kehna,Hallo Hallo,"Sudesh Bhosle,Anuradha Sriram",Jatin–Lalit
2002,Waah! Tera Kya Kehna,Mujhe Teri Nazar,"Udit Narayan, Alka Yagnik",Jatin–Lalit
2003,Aanch,Dil Ke Arma Tarse,"Sonu Nigam,Mahalakshmi Iyer",Sanjeev Darshan
2003,Aanch,Lehron Se Khalen Hai Payal,"Alka Yagnik,Kumar Sanu",Sanjeev Darshan
2003,Aanch,Sada Suhagan,"Anuradha Paudwal,Chandana Dixit",Sanjeev Darshan
2003,Aanch,Tapki Jaye,Richa Sharma,Sanjeev Darshan
2003,Aanch,Mera Dil Chura,Udit Narayan,Sanjeev Darshan
2003,Aanch,Sun Meri Rani,"Nana Patekar, Poonam Jhawer",Sanjeev Darshan
2003,Andaaz,Kisi Se Tum Pyar Karo,Kumar Sanu&Alka Yagnik,Nadeem-Shravan
2003,Andaaz,Kitna Pagal Dil Hai,Kumar Sanu,Nadeem-Shravan
2003,Andaaz,Allah Kare Dil Na Lage Kisise,Sonu Nigam& Alka Yagnik,Nadeem-Shravan
2003,Andaaz,Rabba Ishq Na Hove,"Sonu Nigam,Kailash Kher,Alka Yagnik&Sapna Mukherjee",Nadeem-Shravan
2003,Andaaz,Aaj Kehna Zaroori Hai,Udit Narayan& Alka Yagnik,Nadeem-Shravan
2003,Andaaz,Aayega Maza Ab Barsaat Ka,Babul Supriyo& Alka Yagnik,Nadeem-Shravan
2003,Andaaz,Kitna Pagal Dil Hai (Female),Alka Yagnik,Nadeem-Shravan
2003,Andaaz,Shala La Baby,Shaan& Alka Yagnik,Nadeem-Shravan
2003,Baaz: A Bird in Danger,Chehre Pe,"Shaan,Sukhwinder Singh,Sadhana Sargam",Ismail Darbar
2003,Baaz: A Bird in Danger,Aye Subah (Duet),"Roop Kumar Rathod, Sadhana Sargam",Ismail Darbar
2003,Baaz: A Bird in Danger,Aye Subah (Female),Sadhana Sargam,Ismail Darbar
2003,Baaz: A Bird in Danger,Sannate Mein (Female),Sunidhi Chauhan,Ismail Darbar
2003,Baaz: A Bird in Danger,Sannate Mein (Male),"Kunal Ganjawala,Vijay Prakash, Harmony By, Clinton",Ismail Darbar
2003,Baaz: A Bird in Danger,Are Are Jala Koi,Sunidhi Chauhan,Ismail Darbar
2003,Baaz: A Bird in Danger,Are Are Jala Koi (duet),"Kailash Kher, Sunidhi Chauhan",Ismail Darbar
2003,Baaz: A Bird in Danger,Tujhe Pa Ke Khush Hain Hum,"Kavita Krishnamurthy, Mohammed Salamat",Ismail Darbar
2003,Baaz: A Bird in Danger,Yeh Jo Ajab Si Duniya Hai,Sunidhi Chauhan,Ismail Darbar
2003,Armaan,Aao Milke Gaayen Aisa Gaana,"Amitabh Bachchan,Udit Narayan,Mahalakshmi Iyer,Shankar Mahadevan",Shankar–Ehsaan–Loy
2003,Armaan,Jaane Ye Kya Ho Gaya,"Shankar Mahadevan, Alka Yagnik",Shankar–Ehsaan–Loy
2003,Armaan,Jugalbandi (Instrumental),,Shankar–Ehsaan–Loy
2003,Armaan,Meri Zindagi Mein Aaye Ho,"Sonu Nigam,Sunidhi Chauhan",Shankar–Ehsaan–Loy
2003,Armaan,Mere Dil Ka Tumse,K. S. Chithra,Shankar–Ehsaan–Loy
2003,Armaan,Main Gaoon Tum Gao,"Udit Narayan,Mahalakshmi Iyer,Shaan",Shankar–Ehsaan–Loy
2003,Armaan,Tu Hi Bata Zindagi,Shreya Ghoshal,Shankar–Ehsaan–Loy
2003,Armaan,Tu Hi Bata Zindagi (Male Version),Roop Kumar Rathod,Shankar–Ehsaan–Loy
2003,Armaan,Dialogues,Amitabh Bachchan,Shankar–Ehsaan–Loy
2003,Armaan,Total length,Total length,Shankar–Ehsaan–Loy
2003,Aapko Pehle Bhi Kahin Dekha Hai,Baba Ki Rani Hoon,Alka Yagnik,Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Barsaat,Udit Narayan,Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Kuch Bhi Na Kaha,"Sonu Nigam,Anuradha Paudwal",Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Aisi Aankhen Nahi Dekhin,"Jagjit Singh,Asha Bhosle",Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Dil Gaya Kaam Se,Alisha Chinai,Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Kabhie Khan Khan,"Alka Yagnik, Udit Narayan,S. P. Sailaja",Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Sajna Main Haari,Harshdeep Kaur,Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Ishq To Jaadoo Hai,"Sonu Nigam,Alisha Chinai",Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Aapko Pehli Bhi Kahin Dekha Hai,"Alka Yagnik, Udit Narayan",Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Aapki Yaad Aaye To (Happy),"Sonu Nigam, Anuradha Paudwal",Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Aapki Yaad Aaye To (Sad),"Shaan, Anuradha Paudwal",Nikhil–Vinay
2003,Aapko Pehle Bhi Kahin Dekha Hai,Chhote,Sonu Nigam,Nikhil–Vinay
2003,Bhoot,Bhoot Hoon Main (Remix),"Sunidhi Chauhan,Vijay Prakash,Salim Merchant",Salim–Sulaiman
2003,Bhoot,Bhoot Hai Yahan Koi,Asha Bhosle,Amar Mohile
2003,Bhoot,Ghor Andhere,"Sunidhi Chauhan, Vijay Prakash,Clinton Cerejo, Salim Merchant",Salim–Sulaiman
2003,Bhoot,Yeh Sard,Instrumental,Anand Raj Anand
2003,Bhoot,Dead But Not Asleep,Asha Bhosle,Amar Mohile
2003,Bhoot,Bhoot Hoon Main,"Sunidhi Chauhan,Vijay Prakash, Salim Merchant",Salim–Sulaiman
2003,Bhoot,Din Hai Na Ye Raat,"Usha Uthup,Pervez Qadir",Bapi-Tutul
2003,Boom,Boom,Ila Arun,Sandeep Chowta
2003,Boom,Mundian To Bach Ke,Labh Janjua,Sandeep Chowta
2003,Boom,Nachna Tere Naal (Dance With You),"Jay Sean, Juggi D",Sandeep Chowta
2003,Boom,I See You Baby,"Groove Armada, Gram'ma Funk",Sandeep Chowta
2003,Boom,Dope The Pope,"Sukhwinder Singh,Sowmya Raoh",Sandeep Chowta
2003,Boom,Punjabi 5-0,The Dum Dum Project,Sandeep Chowta
2003,Boom,Zindabad,Ravi Singh,Sandeep Chowta
2003,Boom,Ramp-age,Sowmya Raoh,Sandeep Chowta
2003,Boom,Nuttin Happen,D'Caro,Sandeep Chowta
2003,Boom,Seduction Saavariya,"Sonu Kakkar,Sunitha Sarathy",Sandeep Chowta
2003,Boom,Two Dons and a Bitch,Sandeep Chowta,Sandeep Chowta
2003,Boom,It's Safe,D'Caro,Sandeep Chowta
2003,Boom,The Crawford Market Feeling,Sandeep Chowta,Sandeep Chowta
2003,Boom,Bhavani Dayani,Jez Humble,Sandeep Chowta
2003,Boom,Boom (Dat Guy Remix),Ila Arun,Sandeep Chowta
2003,Chalte Chalte,Chalte Chalte,"Abhijeet Bhattacharya,Alka Yagnik",Jatin–Lalit
2003,Chalte Chalte,Tauba Tumhare Yeh Ishaare,"Abhijeet Bhattacharya, Alka Yagnik",Jatin–Lalit
2003,Chalte Chalte,Layi Ve Na Gaye,Sukhwinder Singh,Aadesh Shrivastava
2003,Chalte Chalte,Gum Shuda,"Sonu Nigam, Jayesh Gandhi",Aadesh Shrivastava
2003,Chalte Chalte,Dagariya Chalo,"Udit Narayan, Alka Yagnik",Jatin–Lalit
2003,Chalte Chalte,Tujhpar Gagan Se (Not in the film),"Preeti & Pinky, Sukhwinder Singh",Aadesh Shrivastava
2003,Chalte Chalte,Suno Na Suno Na,Abhijeet Bhattacharya,Aadesh Shrivastava
2003,Chalte Chalte,Music Piece,Chorus,Jatin–Lalit
2003,Chalte Chalte,Music Piece with Flute,N/A,Jatin–Lalit
2003,Chalte Chalte,Total length,Total length,Total length
2003,Calcutta Mail,Zindagi Hai Kya Pyar Ke Bina,"Alka Yagnik,Udit Narayan",Viju Shah
2003,Calcutta Mail,Tum Agar Mauj Ho Koi To Kinara Hu,Udit Narayan,Viju Shah
2003,Calcutta Mail,Kahan Pe Meri Jaan Jaogi,"Pamela Jain,Adnan Sami",Anand Raaj Anand
2003,Calcutta Mail,Pyar Se Dekh Le Ek Nazar,"Hamsika Iyer,Sonu Nigam",Anand Raaj Anand
2003,Calcutta Mail,Ye Saaheb Ajeeb Hai,Sujata Trivedi,Viju Shah
2003,Calcutta Mail,Bheegi Bheegi Hawa Hai,"Shaan,Kavita Krishnamurthy",Viju Shah
2003,Calcutta Mail,Intezar Hai Tera,Sukhwinder Singh,Viju Shah
2003,Calcutta Mail,Meri Jaan Meri Jaana,"Alka Yagnik, Nitin Raikwar",Viju Shah
2003,Chupke Se,Kajrare Kajrare Nainawale,Daler Mehndi,Vishal Bhardwaj
2003,Chupke Se,Kehte Kehte Ruk Jatee Hai,"Asha Bhosle,Lucky Ali",Vishal Bhardwaj
2003,Chupke Se,Koi Toh Ho Jiske Liye Jina Ho,"Alka Yagnik,Udit Narayan",Vishal Bhardwaj
2003,Chupke Se,Dildara (Mano Agar Dil Se Toh Khuda),"Zubeen Garg,Gayatri Ganjawala",Vishal Bhardwaj
2003,Chupke Se,Jeele Jeele Jeene De,"Ranjit Barot,KK, Alka Yagnik",Vishal Bhardwaj
2003,Chupke Se,Kafi Nahin Jo Bhi Hai,Alka Yagnik,Vishal Bhardwaj
2003,Chori Chori,Aate Aate,"Babul Supriyo,Alka Yagnik",Sajid–Wajid
2003,Chori Chori,Ruthe Yaar Nu,"Adnan Sami,Sabri Brothers",Sajid–Wajid
2003,Chori Chori,Tu Mere Saamne,"Udit Narayan, Alka Yagnik",Sajid–Wajid
2003,Chori Chori,Chori Chori,Alka Yagnik,Sajid–Wajid
2003,Chori Chori,Kehna Hai,"Kumar Sanu, Alka Yagnik",Sajid–Wajid
2003,Chori Chori,Amma Mere,"Afroz Bano, Fareeda Khan",Sajid–Wajid
2003,Chori Chori,Mehndi Mehndi,Alka Yagnik,Sajid–Wajid
2003,Chori Chori,Main Ek Ladki,Sunidhi Chauhan,Sajid–Wajid
2003,Chura Liyaa Hai Tumne,Chura Liyaa Hai Tumne,"Alka Yagnik,Shaan",Himesh Reshammiya
2003,Chura Liyaa Hai Tumne,Mohabbat Hai Mirchi,"Shaan,Gayatri Iyer",Himesh Reshammiya
2003,Chura Liyaa Hai Tumne,Don't You Love Me,"Alka Yagnik, Shaan",Himesh Reshammiya
2003,Chura Liyaa Hai Tumne,Boys Are Best,"Shaan,Sunidhi Chauhan",Himesh Reshammiya
2003,Chura Liyaa Hai Tumne,Dil Hai Mera,"Udit Narayan,Mahalakshmi Iyer",Himesh Reshammiya
2003,Chura Liyaa Hai Tumne,Love Theme (Instrumental),,Himesh Reshammiya
2003,Chura Liyaa Hai Tumne,Mohabbat Hai Mirchi (Hot 'N' Spicy Mix),"Shaan, Gayatri Iyer",Himesh Reshammiya
2003,Dhoop,Benaam Sa Yeh Dil,Jagjit Singh,Lalit Sen
2003,Dhoop,Chehra Mere Yaar,Wadali Brothers,Lalit Sen
2003,Dhoop,Dhoop Ek Safar,Hariharan,Lalit Sen
2003,Dhoop,Har Ek Ghar Mein,Jagjit Singh,Lalit Sen
2003,Dhoop,Subah Ke Dhoop Si,"Hariharan,Shreya Ghoshal",Lalit Sen
2003,Dhoop,Teri Aankhon Se Hi,Shreya Ghoshal,Lalit Sen
2003,Dhoop,Ye Dhoop Ek Safar (Female),Shreya Ghoshal,Lalit Sen
2003,Dil Ka Rishta,Dil Ka Rishta,"Alka Yagnik,Udit Narayan&Kumar Sanu",Nadeem–Shravan
2003,Dil Ka Rishta,Hai Dil,Alka Yagnik & Kumar Sanu,Nadeem–Shravan
2003,Dil Ka Rishta,Daiya Daiya Daiya Re,Alka Yagnik,Nadeem–Shravan
2003,Dil Ka Rishta,Dil Chura Le,Alka Yagnik & Kumar Sanu,Nadeem–Shravan
2003,Dil Ka Rishta,Saajan Saajan,"Alka Yagnik, Kumar Sanu &Sapna Awasthi",Nadeem–Shravan
2003,Dil Ka Rishta,Kitna Majboor Ho Gaya,Kumar Sanu,Nadeem–Shravan
2003,Dil Ka Rishta,Haste Suraj Ki,Udit Narayan,Nadeem–Shravan
2003,Dil Ka Rishta,Dil Ka Rishta (Sad),Babul Supriyo& Sarika Kapoor,Nadeem–Shravan
2003,Dil Ka Rishta,Total length,Total length,Nadeem–Shravan
2003,Dhund,Dilbar Mera,"Udit Narayan,Sunidhi Chauhan",Viju Shah
2003,Dhund,Samjhona,"Abhijeet,Madhushree",Viju Shah
2003,Dhund,Aas Paas (Female),Sunidhi Chauhan,Viju Shah
2003,Dhund,Kitna Intezar,Alka Yagnik,Viju Shah
2003,Dhund,Samjha Nahi,Poonam Bhatia,Viju Shah
2003,Dhund,Mehki Mehki,"Sonu Nigam, Alka Yagnik",Viju Shah
2003,Dhund,Main Albeli Main Matwali,Sunidhi Chauhan,Viju Shah
2003,Dhund,Aas Paas (Male),Shaan,Viju Shah
2003,Dil Pardesi Ho Gayaa,Dil Pardesi Ho Gaya,"Sonu Nigam,Alka Yagnik",Usha Khanna
2003,Dil Pardesi Ho Gayaa,Mubarakaan,Sunidhi Chauhan,Usha Khanna
2003,Dil Pardesi Ho Gayaa,Chamcham Nachoongi,"Udit Narayan, Alka Yagnik",Usha Khanna
2003,Dil Pardesi Ho Gayaa,Mubarakaan (Sad),Sunidhi Chauhan,Usha Khanna
2003,Dil Pardesi Ho Gayaa,Aaj Humne Aapke Liye,"Sudesh Bhosle,S Janaki,Alka Yagnik,KK,Malkit Singh, Chorus,Talat Aziz,Udit Narayan,Anup Jalota,Bombay Jayashri,Ghulam Ali,Amit Kumar,Jolly Mukherjee,Daler Mehndi",Usha Khanna
2003,Dil Pardesi Ho Gayaa,Tu Kaun Kahan Se Aayi Hai,Udit Narayan,Usha Khanna
2003,Dil Pardesi Ho Gayaa,O Shaheedon,Sonu Nigam,Usha Khanna
2003,Dil Pardesi Ho Gayaa,Kudrat Ne Baksha,"Udit Narayan, Sunidhi Chauhan",Usha Khanna
2003,Dil Pardesi Ho Gayaa,Karachi Nehi Jawangi,Sunidhi Chauhan,Usha Khanna
2003,Ek Aur Ek Gyarah,Ek Aur Ek Gyarah,"Sonu Nigam,Shankar Mahadevan",Shankar–Ehsaan–Loy
2003,Ek Aur Ek Gyarah,Beimaan Mohabbat,"Shankar Mahadevan,KK,Gayatri Iyer",Shankar–Ehsaan–Loy
2003,Ek Aur Ek Gyarah,Main Jogiya,"Shankar Mahadevan,Udit Narayan, Sneha Pant",Shankar–Ehsaan–Loy
2003,Ek Aur Ek Gyarah,O Dushmana,"Sonu Nigam,Sowmya Raoh",Shankar–Ehsaan–Loy
2003,Ek Aur Ek Gyarah,Thoda Sone Ka,"Udit Narayan, Sneha Pant",Shankar–Ehsaan–Loy
2003,Ek Aur Ek Gyarah,Yeh Mann Mera Bada Hi Chaliyan (not in the film),"Abhijeet,Babul Supriyo",Shankar–Ehsaan–Loy
2003,Escape from Taliban,Ae Jaan-E-Jaan,"Udit Narayan,Kavita Krishnamurthy",Babul Bose
2003,Escape from Taliban,Titli Si Ud Chali,Alka Yagnik,Babul Bose
2003,Escape from Taliban,Jeete Hain Yahan,Kumar Sanu,Babul Bose
2003,Escape from Taliban,Jeete Hain Yahan (Arabic),Chorus,Babul Bose
2003,Escape from Taliban,Kahan Se Aate Hain,"Asha Bhosle,Sunidhi Chauhan",Babul Bose
2003,Escape from Taliban,Rimil Baba,"Sadhana Sargam,Babul Supriyo,Sonu Nigam",Babul Bose
2003,Footpath,Kitna Pyaara Pyaara Hai Sama,"Abhijeet,Alka Yagnik",Nadeem-Shravan
2003,Footpath,Zara Dekh Mera Deewanapan,"Udit Narayan, Alka Yagnik",Nadeem-Shravan
2003,Footpath,Saari Raat Teri Yaad,"Udit Narayan, Alka Yagnik",Nadeem-Shravan
2003,Footpath,Chain Aapko Mila,"S. P. Balasubrahmanyam,Asha Bhosle, Anwar Sagar",Nadeem-Shravan
2003,Footpath,Dil Toh Milte Hai,Alka Yagnik,Nadeem-Shravan
2003,Footpath,Soorat Pe Teri Pyar Aave (composed byHimesh Reshammiya),"Hema Sardesai,KK,Jayesh Gandhi&Rakesh Pandit",Nadeem-Shravan
2003,Footpath,Dost Milte Hai,"Kumar Sanu,Shafqat Amanat Ali Khan",Nadeem-Shravan
2003,Footpath,Total length,Total length,Nadeem-Shravan
2003,Gangaajal,Alhad Mast Jawani Bemisaal,Richa Sharma,Sandesh Shandilya
2003,Gangaajal,Jaankinaath Sahay Kare,Ustad Sultan Khan,Sandesh Shandilya
2003,Gangaajal,Rasiya Man Basiya,Lalit Pandit,Sandesh Shandilya
2003,Gangaajal,Chandi Ke Rupaiya,Lalit Pandit,Sandesh Shandilya
2003,Gangaajal,Total length,Total length,Sandesh Shandilya
2003,Fun2shh... Dudes in the 10th Century,"Hold, You Will Be Mine","K. K.,Shaan,Sunidhi Chauhan",Pritam
2003,Fun2shh... Dudes in the 10th Century,"Dhuan Dhuan Sa Sama, Gila Gila Aasman",K. S. Chithra(background vocals bySanjeevani),Pritam
2003,Fun2shh... Dudes in the 10th Century,Fun2shh (Female Version),Usha Uthup,Pritam
2003,Fun2shh... Dudes in the 10th Century,Fun2shh (Male Version),Kunal Ganjawala,Pritam
2003,Fun2shh... Dudes in the 10th Century,Hum Hai Fun2shh,"Nitin Raikwar,Vinod Rathod,Kunal Ganjawala",Pritam
2003,Fun2shh... Dudes in the 10th Century,Time Kharab Hai,"Sonu Nigam,Hema Malini,Paresh Rawal,Udit Narayan,Amit Behl,Sudesh Bhosle",Pritam
2003,Fun2shh... Dudes in the 10th Century,Total length,Total length,Pritam
2003,Haasil,Aankhen Bhi Hoti Hai Dil Ki Zuban,Abhijeet,Jatin–Lalit
2003,Haasil,Aankhon Mein Tumhari,"Shaan,Shweta Pandit,Shraddha Pandit",Jatin–Lalit
2003,Haasil,Zindagi Ko Nayi Zindagi,"Udit Narayan, Sonali Bajpai",Jatin–Lalit
2003,Haasil,Kisi Ne Mera,Shaan,Jatin–Lalit
2003,Haasil,Ab Ghar Aaja,Javed Ali,Jatin–Lalit
2003,Haasil,Police Case Na Ban Jaye,Richa Sharma,Jatin–Lalit
2003,Haasil,Tu Hi Tu,"Roop Kumar Rathod, Javed Ali",Jatin–Lalit
2003,Haasil,Total length,Total length,Jatin–Lalit
2003,Hawayein,Pabb Chak De,Babbu Maan,Babbu Mann
2003,Hawayein,Nachoongi Saari Raat,"Jaspinder Narula, Babbu Maan",Babbu Mann
2003,Hawayein,Aaja O Yaara,"Sukhwinder Singh, Preeti Uttam, Babbu Maan",Babbu Mann
