Year,Movie,Song,Singer,Composer
2002,Dil Hai Tumhaara,Dil Hai Tumhaara,"Kumar Sanu, Udit Narayan and Alka Yagnik",Nadeem-Shravan
2002,Dil Hai Tumhaara,Chaaya Hai Jo Dil Pe,"Kavita Krishnamurthy,Shaan",Nadeem-Shravan
2002,Dil Hai Tumhaara,Chaahe Zubaan,"Sonu Nigam, Alka Yagnik",Nadeem-Shravan
2002,Dil Hai Tumhaara,Kasam Khake Kaho,"Kumar Sanu, Alka Yagnik",Nadeem-Shravan
2002,Dil Hai Tumhaara,Mohabbat Dil Ka Sakoon,"Kumar Sanu, Udit Narayan and Alka Yagnik",Nadeem-Shravan
2002,Dil Hai Tumhaara,O Sahiba O Sahiba,"Kavita Krishnamurthy, Sonu Nigam",Nadeem-Shravan
2002,Dil Hai Tumhaara,Kabhi Hasna Hai Kabhi,Tauseef Akhtar,Nadeem-Shravan
2002,Dil Hai Tumhaara,Betabi Ka Khamoshi Ka,Sarika Kapoor,Nadeem-Shravan
2002,Chalo Ishq Ladaaye,Chalo Ishq Ladaaye,"Sonu Nigam,Alka Yagnik",Himesh Reshammiya
2002,Chalo Ishq Ladaaye,Masti Masti,"Sonu Nigam, Alka Yagnik",Himesh Reshammiya
2002,Chalo Ishq Ladaaye,Pyaar Ka Funda,"Sonu Nigam,Kavita Krishnamurthy",Himesh Reshammiya
2002,Chalo Ishq Ladaaye,Tujhko Hi Dulhan,"Sonu Nigam, Alka Yagnik",Himesh Reshammiya
2002,Chalo Ishq Ladaaye,Aa Pyaar Kare Bindaas,"Sonu Nigam,Jaani Babu Qawwal(Humming)",Himesh Reshammiya
2002,Chalo Ishq Ladaaye,Pote Ko Dulha Banaongi,"Sonu Nigam, Shobha Joshi",Himesh Reshammiya
2002,Filhaal,Filhaal,Asha Bhosle,Anu Malik
2002,Filhaal,Dil Ke Sannate,Palash Sen,Anu Malik
2002,Filhaal,Kyun Baar Baar,K.S.Chithra,Anu Malik
2002,Filhaal,Le Chale Doliyon Mein,Roop Kumar Rathodand K.S.Chithra,Anu Malik
2002,Filhaal,Sola Singaar Kar,Palash Sen andJaspinder Narula,Anu Malik
2002,Filhaal,Naya Naya,KKand K.S.Chithra,Anu Malik
2002,Gunaah,Dil Ne Kaha,Sonu Nigam,Sajid–Wajid
2002,Gunaah,Hamne Tumko Dil Ye De Diya,"Alka Yagnik,Babul Supriyo",Anand Raj Anand
2002,Gunaah,Jab Dil Churaya,"Alka Yagnik, Babul Supriyo",Anand Raj Anand
2002,Gunaah,Mere Dil Pe Kisine,"Sonu Nigam, Alka Yagnik",Sajid–Wajid
2002,Gunaah,Rooth Kar Hum,"Roop Kumar Rathod,Sabri Brothers",Sajid–Wajid
2002,Gunaah,Sajana Saajna,"Alka Yagnik,Abhijeet Bhattacharya",Anand Raj Anand
2002,Gunaah,Theme of Gunaah,Sunidhi Chauhan,Anand Raj Anand
2002,Haan Maine Bhi Pyaar Kiya,Hum Yaar Hain Tumhare,"Udit Narayan,Alka Yagnik",Nadeem-Shravan
2002,Haan Maine Bhi Pyaar Kiya,Teri Aankhon Ka Andaaz,"Udit Narayan, Alka Yagnik",Nadeem-Shravan
2002,Haan Maine Bhi Pyaar Kiya,Har Kisike Dil Mein,"Udit Narayan, Alka Yagnik",Nadeem-Shravan
2002,Haan Maine Bhi Pyaar Kiya,Zindagi Ko Bina Pyaar,"Kumar Sanu, Sarika Kapoor",Nadeem-Shravan
2002,Haan Maine Bhi Pyaar Kiya,Mubarak Mubarak,Udit Narayan,Nadeem-Shravan
2002,Haan Maine Bhi Pyaar Kiya,Hum Pyaar Hain Tumhare,"Kumar Sanu, Alka Yagnik",Nadeem-Shravan
2002,Haan Maine Bhi Pyaar Kiya,Zindagi Ko Bina Pyaar (Female),Alka Yagnik,Nadeem-Shravan
2002,Hathyar,Chaha Tha Tumhe,"Alka Yagnik,Sanjay Dutt",Anand Raj Anand
2002,Hathyar,Nazar Nazar,"Asha Bhosle, Mohammed Salamat",Anand Raj Anand
2002,Hathyar,Ye Dil Deewana Hai (not in film),"Udit Narayan, Alka Yagnik",Anand Raj Anand
2002,Hathyar,Baat Hai Kamaal,"Jolly Mukherjee,Bali Brahmbhatt",Anand Raj Anand
2002,Hathyar,Thamba Re Thamba,"Asha Bhosle, Mohammed Salamat",Anand Raj Anand
2002,Hathyar,Boxer Bhai,"Vinod Rathod,Sudesh Bhosle, Nitin Raikwar",Nitin Raikwar
2002,Hathyar,Nazar Nazar (Remix),"Alisha Chinai, Mohammed Salamat",Anand Raj Anand
2002,Hathyar,Shlok,Ravindra Sathe,Rahul Ranade
2002,Hum Pyar Tumhi Se Kar Baithe,Aaj Ka Samaa,Saurabh P Srivastav,Raamlaxman
2002,Hum Pyar Tumhi Se Kar Baithe,Aap Ka Makaan,"Saurabh P Srivastav,Alka Yagnik",Raamlaxman
2002,Hum Pyar Tumhi Se Kar Baithe,Bhala Karenge Shri,"Ravindra Bijoor, Pratima Rao",Raamlaxman
2002,Hum Pyar Tumhi Se Kar Baithe,Dil Dena Hai,Alka Yagnik,Raamlaxman
2002,Hum Pyar Tumhi Se Kar Baithe,Ek Kamre Mein,Alka Yagnik,Raamlaxman
2002,Hum Pyar Tumhi Se Kar Baithe,Hum Pyar Tumhi Se Kar Baithe,Alka Yagnik,Raamlaxman
2002,Hum Pyar Tumhi Se Kar Baithe,Koi Jaane Naa,Saurabh P Srivastav,Raamlaxman
2002,Hum Pyar Tumhi Se Kar Baithe,Raat Ke Baj,"Saurabh P Srivastav, Alka Yagnik",Raamlaxman
2002,Hum Pyar Tumhi Se Kar Baithe,Rang Layi Hai,"Saurabh P Srivastav, Alka Yagnik",Raamlaxman
2002,Hum Pyar Tumhi Se Kar Baithe,"Thoda Bachpan, Zara Si Jawani",Saurabh P Srivastav,Raamlaxman
2002,Hum Tumhare Hain Sanam,Hum Tumhare Hain Sanam,"Anuradha Paudwal,Udit Narayan",Nikhil-Vinay
2002,Hum Tumhare Hain Sanam,Khoye Khoye Din Hain,"Anuradha Paudwal,Sonu Nigam",Daboo Malik
2002,Hum Tumhare Hain Sanam,Gale Mein Laal Taai,"Kumar Sanu, Bela Sulakhe",Bappi Lahiri
2002,Hum Tumhare Hain Sanam,Sab Kuchh Bhula Diya,Sonu Nigam,Bali Brahmabhatt
2002,Hum Tumhare Hain Sanam,Taaron Ka Chamakta,"Udit Narayan,Bali Brahmabhatt",Nadeem-Shravan
2002,Hum Tumhare Hain Sanam,Hum Tumhare Hain Sanam (Sad),Sonu Nigam,Nikhil-Vinay
2002,Hum Tumhare Hain Sanam,Na Na Nana,Sonu Nigam,Daboo Malik
2002,Hum Tumhare Hain Sanam,Dil Chhod Aaya,"Sonu Nigam(non-movie version),Vinod Rathod(movie version)",Sajid–Wajid
2002,Hum Tumhare Hain Sanam,Aa Gaya Aa Gaya,Udit Narayan,Nadeem-Shravan
2002,Hum Tumhare Hain Sanam,Theme Music,Instrumental,Nadeem-Shravan
2002,Humraaz,Dil Ne Kar Liya,"Udit Narayan,Alka Yagnik",Himesh Reshammiya
2002,Humraaz,Tune Zindagi Mein – Male,Udit Narayan,Himesh Reshammiya
2002,Humraaz,Pyaar Kar,"Udit Narayan,Shaan,Kavita Krishnamurthy",Himesh Reshammiya
2002,Humraaz,Bardaasht Nahi Kar Sakta,"K.K.,Sunidhi Chauhan",Himesh Reshammiya
2002,Humraaz,Sanam Mere Humraaz,"Kumar Sanu, Alka Yagnik",Himesh Reshammiya
2002,Humraaz,Life Ban Jayegi,"Sonu Nigam,Jaspinder Narula",Himesh Reshammiya
2002,Humraaz,Tune Zindagi Mein,Alka Yagnik,Himesh Reshammiya
2002,Humraaz,Bardaasht Nahi Kar Sakta – Remix,"Sonu Nigam, Sunidhi Chauhan",Himesh Reshammiya
2002,Humraaz,Tune Zindagi Mein – Sad,Alka Yagnik,Himesh Reshammiya
2002,Humraaz,Theme Music (Instrumental),,Himesh Reshammiya
2002,Jeena Sirf Merre Liye,Allah Allah,"Sonu Nigam,Alka Yagnik",Nadeem–Shravan
2002,Jeena Sirf Merre Liye,Jeena Sirf Mere Liye,"Babul Supriyo, Alka Yagnik, Kavita Krishnamurthy",Nadeem–Shravan
2002,Jeena Sirf Merre Liye,Tu Hai Sola,"Abhijeet,Kavita Krishnamurthy,Nandu Bhende",Nadeem–Shravan
2002,Jeena Sirf Merre Liye,Kaash Ke Tujhse Main Kabhi Milta,"K.K., Alka Yagnik",Nadeem–Shravan
2002,Jeena Sirf Merre Liye,Pyaar Maange,"Babul Supriyo,Sunidhi Chauhan",Nadeem–Shravan
2002,Jeena Sirf Merre Liye,Ek Baar To India,Alka Yagnik,Nadeem–Shravan
2002,Jeena Sirf Merre Liye,''Dupatta'',"Anuradha Sriram,Sapna Awasthi",Nadeem–Shravan
2002,Jaani Dushman: Ek Anokhi Kahani,Chal Kudiye,"Sonu Nigam,Jaspinder Narula",Anand–Milind
2002,Jaani Dushman: Ek Anokhi Kahani,Zindagi Mein Tujhpe,Udit Narayan,Anand–Milind
2002,Jaani Dushman: Ek Anokhi Kahani,Aaja Aaja,"Udit Narayan,Alka Yagnik",Anand–Milind
2002,Jaani Dushman: Ek Anokhi Kahani,Ishq Sanam Ishq Khuda Ishq Bina Hai Kya,"Sonu Nigam, Alka Yagnik, Prashant Samaddar",Anand–Milind
2002,Jaani Dushman: Ek Anokhi Kahani,Jaaneman Tu Khub Hai,"Sonu Nigam,Sunidhi Chauhan",Anand Raaj Anand
2002,Jaani Dushman: Ek Anokhi Kahani,Roop Salona Tera Dekh Ke,"Sonu Nigam,Poornima,Kavita Krishnamurty, Harry Anand, Pamela Jain, Atharvaa, Aziz Naza",Anand Raaj Anand
2002,Jaani Dushman: Ek Anokhi Kahani,Javed Bhai So Re Le,Sonu Nigam,Sandeep Chowta
2002,Jaani Dushman: Ek Anokhi Kahani,Zindagi Main Tujhpe,Alka Yagnik,Anand–Milind
2002,Kaante,Baby Baby,Sunidhi Chauhan,Anand Raj Anand
2002,Kaante,Chhod Na Re,"Udit Narayan,Sanjay Dutt,Sudesh Bhosle,Mahesh Manjrekar,KK,Vinod Rathod",Vishal–Shekhar
2002,Kaante,Dil Kya Kare,"Kumar Sanu,Kavita Krishnamurthy",Anand Raj Anand
2002,Kaante,Ishq Samundar,"Sunidhi Chauhan,Anand Raj Anand",Anand Raj Anand
2002,Kaante,Maahi Ve,"Zubeen Garg,Sukhwinder Singh,Richa Sharma",Anand Raj Anand
2002,Kaante,Maut,Lucky Ali,Lucky Ali
2002,Kaante,Rama Re,"Zubeen Garg,Shaan,Sanjay Dutt",Anand Raj Anand
2002,Kaante,Socha Nahin Tha,Shaan,Anand Raj Anand
2002,Kaante,Yaar Maangiyasi,Sonu Nigam,Anand Raj Anand
2002,Kehtaa Hai Dil Baar Baar,Deewano Ko Pata Hai,"Udit Narayan,Sadhana Sargam",Jatin–Lalit
2002,Kehtaa Hai Dil Baar Baar,Jaane Kab Anjaane,"Kumar Sanu,Kavita Krishnamurthy",Jatin–Lalit
2002,Kehtaa Hai Dil Baar Baar,Dikri Amhari,"Udit Narayan,Poornima",Jatin–Lalit
2002,Kehtaa Hai Dil Baar Baar,Aasman Se Chand Laoon,Shaan,Jatin–Lalit
2002,Kehtaa Hai Dil Baar Baar,Dhol Baje,"Udit Narayan,Kavita Krishnamurthy",Jatin–Lalit
2002,Kehtaa Hai Dil Baar Baar,India Se Aaya,Lalit Pandit,Jatin–Lalit
2002,Kehtaa Hai Dil Baar Baar,India Se Aaya II,Adnan Sami,Jatin–Lalit
2002,Kehtaa Hai Dil Baar Baar,Life Is Beautiful (Instrumental),,Jatin–Lalit
2002,Kitne Door Kitne Paas,Kitne Door Kitne Paas,"Udit Narayan,Kavita Krishnamurthy",Sanjeev Darshan
2002,Kitne Door Kitne Paas,Rulati Hain Mohabbatein,KK,Sanjeev Darshan
2002,Kitne Door Kitne Paas,Diwana Dil Hain Mera,"Sonu Nigam,Sunidhi Chauhan",Sanjeev Darshan
2002,Kitne Door Kitne Paas,Yaar Mein India Chala,"Sonu Nigam,Mohammed Aziz",Sanjeev Darshan
2002,Kitne Door Kitne Paas,Ji Jeend Jaan,"Sonu Nigam,Kavita Krishnamurthy",Sanjeev Darshan
2002,Kitne Door Kitne Paas,Humko Mohabbat Dhoondh Rahi,"Roop Kumar Rathod, Jayshree Shivram",Sanjeev Darshan
2002,Karz: The Burden of Truth,Aashiqui Ban Ke,"Adnan Sami,Kavita Krishnamurthy,Suniel Shetty,Shilpa Shetty",Sanjeev–Darshan
2002,Karz: The Burden of Truth,Jhoom Jhoom Na,"Sukhwinder Singh,Hema Sardesai,Suniel Shetty,Shilpa Shetty",Sanjeev–Darshan
2002,Karz: The Burden of Truth,Mohabbat Hui Hai,"Kumar Sanu,Kavita Krishnamurthy,Sunny Deol,Shilpa Shetty",Sanjeev–Darshan
2002,Karz: The Burden of Truth,Meri Mehbooba Hai Tu,"Kumar Sanu,Abhijeet Bhattacharya,Suniel Shetty,Sunny Deol,Shilpa Shetty",Sanjeev–Darshan
2002,Karz: The Burden of Truth,Shaam Bhi Khoob Hai,"Kumar Sanu,Udit Narayan,Alka Yagnik,Sunny Deol,Suniel Shetty,Shilpa Shetty",Sanjeev–Darshan
2002,Karz: The Burden of Truth,So Gayi Hai Zameen (Female),"Anuradha Paudwal,Kirron Kher",Sanjeev–Darshan
2002,Karz: The Burden of Truth,So Gayi Hai Zameen (Male),"Kumar Sanu,Sunny Deol",Sanjeev–Darshan
2002,Kranti,Dil Mein Dard Sa,"Udit Narayan,Alka Yagnik",Jatin–Lalit
2002,Kranti,Ishq Jadu Ishq Tona,"Amit Kumar,Sunidhi Chauhan",Jatin–Lalit
2002,Kranti,O Naukar Sarkari,"Alka Yagnik, Udit Narayan",Jatin–Lalit
2002,Kranti,Mera Dil Tu,"Shaan, Sunidhi Chauhan",Jatin–Lalit
2002,Kranti,Hayo Rabba,"Sonu Nigam,Kavita Krishnamurthy",Jatin–Lalit
2002,Kranti,Jung Ho Ya Pyar,Asha Bhosle,Jatin–Lalit
2002,Kya Yehi Pyaar Hai,Dil Ki Nazar Mein (Female),Alka Yagnik,Sajid–Wajid
2002,Kya Yehi Pyaar Hai,Dil Ki Nazar Mein (Male),Kumar Sanu,Sajid–Wajid
2002,Kya Yehi Pyaar Hai,Dil Pe Chaane Laga,"K.K.,Sunidhi Chauhan",Sajid–Wajid
2002,Kya Yehi Pyaar Hai,O Mahive,Sonu Nigam,Sajid–Wajid
2002,Kya Yehi Pyaar Hai,Pehli Pehli Baar Hai,"Alka Yagnik,Sonu Nigam",Sajid–Wajid
2002,Kya Yehi Pyaar Hai,Meri Tarah Tum Bhi,"Alka Yagnik,Babul Supriyo",Sajid–Wajid
2002,Kya Yehi Pyaar Hai,Aashiq Hoon (Deewana Mujhe Kehta Hai Sara Jamana),Sonu Nigam,Sajid–Wajid
2002,Kya Yehi Pyaar Hai,Sochoon Tumhein,Kumar Sanu,Sajid–Wajid
2002,Kya Yehi Pyaar Hai,Tujhe Dekhkar Jeeta,"Alka Yagnik,Kumar Sanu,Sonu Nigam",Sajid–Wajid
2002,Kya Yehi Pyaar Hai,Chahtoon Kee Duniya (Qawali),"Iqbal, Afzal",Sajid–Wajid
2002,Kya Yehi Pyaar Hai,Total length,Total length,Sajid–Wajid
2002,Kuch Tum Kaho Kuch Hum Kahein,Aa Ra Raa Ra Raa,"Fardeen Khan,Sonu Nigam",Anu Malik
2002,Kuch Tum Kaho Kuch Hum Kahein,Chudi Chudi,"Shaan,Preeti & Pinky, Prashant Samaddar",Anu Malik
2002,Kuch Tum Kaho Kuch Hum Kahein,Hua Salaam Dil Ka,"Udit Narayan,Alka Yagnik",Anu Malik
2002,Kuch Tum Kaho Kuch Hum Kahein,Jab Se Dekha Tumko,"Kumar Sanu,Alka Yagnik",Anu Malik
2002,Kuch Tum Kaho Kuch Hum Kahein,Kuch Tum Kaho Kuch Hum Kahein,Hariharan,Anu Malik
2002,Kuch Tum Kaho Kuch Hum Kahein,Tu Hi Hai,"Shaan,Sunidhi Chauhan",Anu Malik
2002,Kuch Tum Kaho Kuch Hum Kahein,Yeh Kya Majboori,"K.K., Prashant Samaddar",Anu Malik
2002,Kyaa Dil Ne Kahaa,Kya Dil Ne Kaha,"Udit Narayan,Alka Yagnik",Himesh Reshammiya
2002,Kyaa Dil Ne Kahaa,Nikamma Kiya Is Dil Ne (I),"Shaan,Sanjivani Bhelande",Himesh Reshammiya
2002,Kyaa Dil Ne Kahaa,Taaza Taaza,"Shaan, Alka Yagnik",Himesh Reshammiya
2002,Kyaa Dil Ne Kahaa,Sajana Tere Pyar Mein,"Udit Narayan, Alka Yagnik",Himesh Reshammiya
2002,Kyaa Dil Ne Kahaa,Piya Pyar Ye Kyon Kiya,"Kavita Krishnamurthy, Udit Narayan",Himesh Reshammiya
2002,Kyaa Dil Ne Kahaa,Zindagi Ye Dillagi,Shaan,Himesh Reshammiya
2002,Kyaa Dil Ne Kahaa,Nikamma Kiya Is Dil Ne,"Shaan,Sanjivani Bhelande,Jaspinder Narula",Himesh Reshammiya
2002,Maine Dil Tujhko Diya,Thoda Sa Pyar Hua Hai,"Udit Narayan,Alka Yagnik",Daboo Malik
2002,Maine Dil Tujhko Diya,Thoda Sa Pyar (Sad),Sonu Nigam,Daboo Malik
2002,Maine Dil Tujhko Diya,Aaja Ve Saajan,"Alka Yagnik,Sunidhi Chauhan",Daboo Malik
2002,Maine Dil Tujhko Diya,Dil Churane Lagi,"Sonu Nigam,Anuradha Paudwal",Daboo Malik
2002,Maine Dil Tujhko Diya,Shanana Na,"Abhijeet, Alka Yagnik, Jordy Patel, Ayub, Surjit Ahuja",Daboo Malik
2002,Maine Dil Tujhko Diya,Maine Dil Tuhjko Diya,"Sonu Nigam, Sunidhi Chauhan",Daboo Malik
2002,Maine Dil Tujhko Diya,Kuchh Bhi Nahin Kuchh Nahin,"Udit Narayan, Alka Yagnik",Daboo Malik
2002,Maa Tujhhe Salaam,Maa Tujhhe Salaam,Shankar Mahadevan,Sajid–Wajid
2002,Maa Tujhhe Salaam,Chham Chham Bole Payal Piya,"Kavita Krishnamurthy,Udit Narayan",Sajid–Wajid
2002,Maa Tujhhe Salaam,Dekhne Ko Tujhko,"Sonu Nigam, Bhairvi, Chorus",Sajid–Wajid
2002,Maa Tujhhe Salaam,Sone Ke Jaisi Hai Meri Jawaani,Asha Bhosle,Sajid–Wajid
2002,Maa Tujhhe Salaam,Oye Ranjhana,Sunidhi Chauhan,Sajid–Wajid
2002,Maa Tujhhe Salaam,Chhodh Ke Na Jaa Ooh Piya,Alka Yagnik,Sajid–Wajid
2002,"Mitr, My Friend",Kuzhaloodhi,Bombay Jayashri,Bhavatharini Ilayaraaja
2002,"Mitr, My Friend",Thomtana,Vasundhara Das,Bhavatharini Ilayaraaja
2002,"Mitr, My Friend",Ehsaas,Hariharan,Bhavatharini Ilayaraaja
2002,"Mitr, My Friend",Give Me Hugs,Sunitha Sarathy,Bhavatharini Ilayaraaja
2002,"Mitr, My Friend",Jaane Wafaa,Sukhwinder Singh,Vikesh Mehta
2002,"Mitr, My Friend",Mere Sapne,Kavita Krishnamurthy,Vikesh Mehta
2002,"Mitr, My Friend",Pyaar Chahiye,Shaan,Vikesh Mehta
2002,Mujhse Dosti Karoge!,Andekhi Anjaani,"Lata Mangeshkar,Udit Narayan",Rahul Sharma
2002,Mujhse Dosti Karoge!,Jaane Dil Mein (Part 1),"Lata Mangeshkar,Sonu Nigam",Rahul Sharma
2002,Mujhse Dosti Karoge!,Saanwali Si Ek Ladki,Udit Narayan,Rahul Sharma
2002,Mujhse Dosti Karoge!,Oh My Darling,"Alisha Chinai, Sonu Nigam",Rahul Sharma
2002,Mujhse Dosti Karoge!,Mujhse Dosti Karoge!,"Alka Yagnik,Asha Bhosle, Udit Narayan",Rahul Sharma
2002,Mujhse Dosti Karoge!,Jaane Dil Mein (Part 2),"Lata Mangeshkar, Sonu Nigam",Rahul Sharma
2002,Mujhse Dosti Karoge!,Terrific Tina (Instrumental),,Rahul Sharma
2002,Mujhse Dosti Karoge!,The Medley,"Lata Mangeshkar, Udit Narayan, Sonu Nigam, Pamela Chopra",Rahul Sharma
2002,Mujhse Dosti Karoge!,Total length,Total length,Rahul Sharma
2002,Mohabbat Ho Gayi Hai Tumse,Mere Sanam,"Kavita Krishnamurthy,Shaurin Bhatt",Sanjeev Darshan
2002,Mohabbat Ho Gayi Hai Tumse,Mohabbat Ho Gayi Hai Tumse,"Sonu Nigam,Mahalakshmi Iyer",Sanjeev Darshan
2002,Mohabbat Ho Gayi Hai Tumse,O Sathiya,"Shaan,Shreya Ghoshal",Sanjeev Darshan
2002,Mohabbat Ho Gayi Hai Tumse,Saiyan Sanye Sanyoni,Sunidhi Chauhan,Sanjeev Darshan
2002,Mohabbat Ho Gayi Hai Tumse,Sona Sona Mukhda,"Alka Yagnik,Javed Ali",Sanjeev Darshan
2002,Mohabbat Ho Gayi Hai Tumse,Bahon Mein Aaja,"Kumar Sanu, Alka Yagnik",Sanjeev Darshan
2002,Mohabbat Ho Gayi Hai Tumse,Kaise Kahoon Ke Tum Mere Kya Ho,"Kumar Sanu, Alka Yagnik",Sanjeev Darshan
2002,Mohabbat Ho Gayi Hai Tumse,Total length,Total length,Sanjeev Darshan
2002,Maseeha,Aaya Maza Na Yaar,Vinod Rathod,Anand Raj Anand
2002,Maseeha,Gal Suno Sardarji,"Anand Raj Anand,Kavita Krishnamurthy",Anand Raj Anand
2002,Maseeha,Jeena Teri Bahoon Mein,Kavita Krishnamurthy,Anand Raj Anand
2002,Maseeha,Laila Laila,"Abhijeet,Alka Yagnik",Anand Raj Anand
2002,Maseeha,Masoom Si Ek Larkee,Kumar Sanu,Anand Raj Anand
2002,Maseeha,Panga Na Le,Shankar Mahadevan,Anand Raj Anand
2002,Maseeha,Subh Sawaray,"Kumar Sanu,Sadhana Sargam",Anand Raj Anand
2002,Na Tum Jaano Na Hum,Jaa Sanam Mujhko Hai,"Kamaal Khan, Sneha Pant",Rajesh Roshan
2002,Na Tum Jaano Na Hum,Hai Ram Ye Kya Kar Daala (Not in the film),"Abhijeet, Pamela Jain",Rajesh Roshan
2002,Na Tum Jaano Na Hum,Ye Betiyan To Babul Ki,Jaspinder Narula,Rajesh Roshan
2002,Na Tum Jaano Na Hum,Dil Leke Jaan Leke,"Udit Narayan, Pamela Jain",Rajesh Roshan
2002,Na Tum Jaano Na Hum,Tum Meri Baahon Mein Aa Na Sake,Kamaal Khan,Rajesh Roshan
2002,Na Tum Jaano Na Hum,Aha Aha,Falguni Pathak,Rajesh Roshan
2002,Na Tum Jaano Na Hum,Chunariya,"Sukhwinder Singh,Udit Narayan",Rajesh Roshan
2002,Na Tum Jaano Na Hum,Hai Ram Ye Kya Kar Daala – II (Not in the film),"Abhijeet, Pamela Jain",Rajesh Roshan
2002,Om Jai Jagadish,Om Jai Jagadish,"Abhijeet,Alka Yagnik,Hariharan,Shaan",Anu Malik
2002,Om Jai Jagadish,Chori Chori,"Alka Yagnik,Sonu Nigam,Kunal Ganjawala",Anu Malik
2002,Om Jai Jagadish,Jeena Kya,KK,Anu Malik
2002,Om Jai Jagadish,Happy Days,"Alka Yagnik,Udit Narayan,Sonu Nigam,Roop Kumar Rathod",Anu Malik
2002,Om Jai Jagadish,Shaadi,"Hema Sardesai, Shaan",Anu Malik
2002,Om Jai Jagadish,Love Story,"Abhijeet, Shaan,Kavita Krishnamurthy",Anu Malik
2002,Om Jai Jagadish,Pyar Ka Matlab,"Alka Yagnik, Kavita Krishnamurthy, Udit Narayan, Sonu Nigam, Kunal Ganjawala",Anu Malik
2002,Pitaah,Pitaah,Udit Narayan,Anand Raj Anand
2002,Pitaah,Rama Bachaye,Anuradha Sriram,Anand Raj Anand
2002,Pitaah,Sau Baar Janam Nahi,Sukhwinder Singh,Anand Raj Anand
2002,Pitaah,Meri Jawani,Sunidhi Chauhan,Anand Raj Anand
2002,Pitaah,Humko To Ishq,Kavita Krishnamurthy,Anand Raj Anand
2002,Pitaah,Putra Pratishtha,"Rahul Ranade, Ravindra Saathe",Anand Raj Anand
2002,Pyaar Diwana Hota Hai,Pyaar Diwana Hota Hai,"Udit Narayan,Kavita Krishnamurthy",Uttam Singh
2002,Pyaar Diwana Hota Hai,Deewane Dil,"Hariharan, Preeti Uttam",Uttam Singh
2002,Pyaar Diwana Hota Hai,Pyaar Achha Hota Hai,Jaspinder Narula,Uttam Singh
2002,Pyaar Diwana Hota Hai,Teri Aankhen Bolti,"Vinod Rathod,Alka Yagnik",Uttam Singh
2002,Pyaar Diwana Hota Hai,Yeh Kya Jadoo,Udit Narayan,Uttam Singh
2002,Pyaar Diwana Hota Hai,Dil Tera Mera Dil,"Sonu Nigam, Alka Yagnik",Uttam Singh
2002,Pyar Ki Dhun,Meri In Aankhon Mein,Kavita Krishnamurthy&Abhijeet,Shantanu Moitra
2002,Pyar Ki Dhun,Bindiya Ka Rang Uda Jaye,Mahalakshmi Iyer,Shantanu Moitra
2002,Pyar Ki Dhun,Gum Sum Si Ho,Hariharan,Shantanu Moitra
2002,Pyar Ki Dhun,"Yeh Saarey Din, Saari Ratein",Shankar Mahadevan,Shantanu Moitra
2002,Pyar Ki Dhun,Birhan ke Nain Jaley,Shubha Mudgal,Shantanu Moitra
2002,Pyar Ki Dhun,Ummeedein Dil Mein Machalti Hui,Hariharan,Shantanu Moitra
2002,Pyar Ki Dhun,Hum Hain Titliyan,Jaspinder Narula& Mahalaxmi,Shantanu Moitra
2002,Pyaasa,Milti Hai Jhukti Hai,"Udit Narayan,Alka Yagnik",Daboo Malik
2002,Pyaasa,Tere Pyar Ka Chhaya Nasha,"Adnan Sami,Sunidhi Chauhan, Abhijeet",Sanjeev-Darshan
2002,Pyaasa,Milte Milte Sanam,"Udit Narayan,Alka Yagnik",Nikhil-Vinay
2002,Pyaasa,Soni Roop Di,Sardool Sikander,Anand Raaj Anand
2002,Pyaasa,Na Jaane Mera Kya Hoga,Sonu Nigam,Sanjeev-Darshan
2002,Pyaasa,Tere Pyar Ka Nasha,"Abhijeet, Sunidhi Chauhan",Sanjeev-Darshan
2002,Pyaasa,Usko Pata Hai,Sudesh Bhosle,Sanjeev-Darshan
2002,Pyaasa,Aankhon Mein Leke Pyar,"Udit Narayan, Karsan Sanghita,Kavita Krishnamurthy",Sanjeev-Darshan
2002,Pyaasa,Is Mohabbat Ke Siva,"Sonu Nigam, Alka Yagnik",Sanjeev-Darshan
2002,Raaz,Aapke Pyaar Mein Hum,Alka Yagnik,Nadeem-Shravan
2002,Raaz,Jo Bhi Kasmein,Udit Narayan& Alka Yagnik,Nadeem-Shravan
2002,Raaz,Kitna Pyaara Hai,Udit Narayan & Alka Yagnik,Nadeem-Shravan
2002,Raaz,Main Agar Saamne,Abhijeet& Alka Yagnik,Nadeem-Shravan
2002,Raaz,Itna Main Chaahoon,Udit Narayan & Alka Yagnik,Nadeem-Shravan
2002,Raaz,Mujhe Tere Jaise,Udit Narayan & Sarika Kapoor,Nadeem-Shravan
2002,Raaz,Yeh Sheher Hai,"Suzzan, Jolly Mukherjee & Bali Brahmbhatt",Nadeem-Shravan
2002,Raaz,Pyaar Se Pyar Hum,Abhijeet,Nadeem-Shravan
2002,Raaz,Yeh Sheher Hai (Remix),"Suzzan,  Jolly Mukherjee & Bali Brahmbhatt",Nadeem-Shravan
2002,Raaz,Total length,Total length,Nadeem-Shravan
2002,Rishtey,Har Tarf Tu Hai,"Shaan,Mahalakshmi Iyer",Sanjeev Darshan
2002,Rishtey,Rishta Tera Rishta Mera,Udit Narayan,Sanjeev Darshan
2002,Rishtey,Apna Bana Na Hai,"Udit Narayan,Anuradha Paudwal",Sanjeev Darshan
